Link,Rooms_Number
https://www.olx.pl/d/oferta/tarchomin-33-m2-miejsce-postojowe-CID3-ID16BUAP.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/przytulne-mieszkanie-wraszawa-bemowo-swietna-komunikacja-ID4x4He.html,1
https://www.olx.pl/d/oferta/kawalerka-w-klimatycznej-kamienicy-dworzec-wschodni-centrum-koneser-CID3-ID168hj1.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/do-wynajecia-kawalerka-krotkie-terminy-rowniez-ID4vYcl.html,1
https://www.olx.pl/d/oferta/apartament-40m2-z-wydzielona-czescia-sypialniana-bezposrednio-CID3-ID16BL5N.html,1
https://www.olx.pl/d/oferta/apartament-studio-21m2-bezposrednio-przyjazne-zwierzetom-CID3-ID16BLUn.html,1
https://www.olx.pl/d/oferta/apartament-do-wynajecia-bliska-17-CID3-ID16sjbL.html,1
https://www.olx.pl/d/oferta/kawalerka-przy-galerii-mokotow-CID3-ID16yTEF.html,1
https://www.olx.pl/d/oferta/nowoczesna-kawalerka-blisko-pkp-warszawa-falenica-bezposrednio-CID3-ID16uM0Y.html,1
https://www.olx.pl/d/oferta/kawalerke-30-m2-przy-ul-grojeckiej-naprzeciwko-teatru-ochota-2300-CID3-ID16Aoof.html,1
https://www.olx.pl/d/oferta/kompaktowa-kawalerka-w-wa-wola-ul-agawy-22-m2-czeka-na-najemce-CID3-ID16qgZZ.html,1
https://www.olx.pl/d/oferta/piekna-kawalerka-z-sypialnia-tuz-przy-saskiej-kepie-i-parku-CID3-ID16wxoq.html,1
https://www.olx.pl/d/oferta/do-wynajecia-kawalerka-na-gornym-mokotowie-CID3-ID16yv3J.html,1
https://www.olx.pl/d/oferta/rezerwacja-mieszkania-zarezerwowane-CID3-ID16uZ3R.html,1
https://www.olx.pl/d/oferta/bielany-elegancka-kawalerka-ul-bajana-CID3-ID16rc1L.html,1
https://www.olx.pl/d/oferta/kawalerka-przy-al-jerozolimskich-CID3-ID16DtV6.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-na-ursynowie-przy-metro-stoklosy-ID4xi1n.html,1
https://www.olx.pl/d/oferta/wynajme-mieszkanie-przy-ulicy-karolkowej-warszawa-wola-CID3-ID16yVxf.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/bez-prowizji-kawalerka-klimatyzacja-wifi-gratis-zwierzeta-ok-ID4x9eT.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajem-mieszkania-38m-ID4xiP6.html,1
https://www.olx.plhttps://www.otodom.pl/pl/oferta/studio-z-sypialnia-w-centrum-warszawy-wola-ogrodowa-bezposrednio-ID4x9WI.html,1
https://www.olx.pl/d/oferta/kompaktowa-kawalerka-w-wa-wola-CID3-ID16pzXO.html,1
