ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,Dwelling_Type,Elevator,Furnishing,Level,Parking_Space,Pets,Rooms_Number,Seller
ID4vct5,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-centrum-blisko-politechniki-ID4vct5.html,"3 pokoje, Centrum blisko Politechniki",450 000 zł,Kielce - 17 czerwca 2025,49 m² - 9183.67 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x1Vw,https://www.olx.plhttps://www.otodom.pl/pl/oferta/przestronne-4-pokojowe-mieszkanie-ul-karbonska-slichowice-ID4x1Vw.html,"Przestronne 4 pokojowe mieszkanie, ul. Karbońska (Ślichowice)",699 000 zł,Kielce - 27 czerwca 2025,"75,10 m² - 9307.59 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4u5JP,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-z-balkonem-ID4u5JP.html,Mieszkanie dwupokojowe z balkonem,280 000 zł,Kielce - 03 lipca 2025,29 m² - 9655.17 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vYOK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kup-mieszkanie-w-1-etapie-zamieszkaj-w-2025-r-ID4vYOK.html,Kup mieszkanie w 1 Etapie - zamieszkaj w 2025 r.,549 000 zł,Kielce - 24 czerwca 2025,"46,86 m² - 11715.75 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID16nxqh,https://www.olx.pl/d/oferta/na-sprzedaz-mieszkanie-3-pok-z-oddzielna-kuchnia-i-garderoba-sady-CID3-ID16nxqh.html,Na sprzedaż mieszkanie 3 pok. z oddzielną kuchnią i garderobą-Sady,629 000 zł,Kielce - 25 czerwca 2025,"58,90 m² - 10679.12 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4uou3,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedaz-mieszkanie-2-pokoje-centrum-po-remoncie-ID4uou3.html,Sprzedaż/Mieszkanie 2 pokoje/Centrum/Po remoncie,364 000 zł,Kielce - 16 czerwca 2025,"47,71 m² - 7629.43 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vvCn,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-swietnej-lokalizacji-idealna-na-start-wynajem-ID4vvCn.html,Atrakcyjna kawalerka w świetnej lokalizacji - idealna na start/wynajem,260 000 zł,Kielce - 07 lipca 2025,"28,79 m² - 9030.91 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x3wP,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-balkon-ul-warszawska-os-szydlowek-ID4x3wP.html,"2 pokoje, balkon, ul. Warszawska (os. Szydłówek)",250 000 zł,Kielce - 30 czerwca 2025,"31,66 m² - 7896.4 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4uQVq,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-4-pokoje-70m2-pod-klucz-balkon-ID4uQVq.html,"Nowe mieszkanie 4 pokoje, 70m2 pod klucz, balkon",875 000 zł,Kielce - 23 czerwca 2025,"70,03 m² - 12494.65 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vTJq,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-bez-piecyka-na-os-swietokrzyskie-ID4vTJq.html,Kawalerka bez piecyka na os.Świętokrzyskie,229 000 zł,Kielce - 17 czerwca 2025,"25,50 m² - 8980.39 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x5T6,https://www.olx.plhttps://www.otodom.pl/pl/oferta/dwupoziomowe-4pok-125-12m2-m-garazowe-3x-taras-os-na-stoku-ID4x5T6.html,"Dwupoziomowe - 4pok./125,12m2/m.garażowe/3x taras/os. Na Stoku",1 063 000 zł,Kielce - 10 lipca 2025,"125,12 m² - 8495.84 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vVqC,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63-m-parter-kielce-ID4vVqC.html,3-pokojowe mieszkanie | 63 m² | Parter | Kielce –,449 000 zł,Kielce - 22 czerwca 2025,63 m² - 7126.98 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x5Ge,https://www.olx.plhttps://www.otodom.pl/pl/oferta/park-klonowy2019balkonkomorkawindanowoczesnezalew-kielecki-ID4x5Ge.html,⭐Park Klonowy⭐2019⭐Balkon⭐Komórka⭐Winda⭐Nowoczesne⭐Zalew Kielecki⭐,499 000 zł,Kielce - 01 lipca 2025,42 m² - 11880.95 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vjZD,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-w-2024-z-balkonem-bez-piecyk-ID4vjZD.html,"3 pokoje po remoncie,w 2024 z balkonem, bez piecyk",479 000 zł,Kielce - 22 czerwca 2025,46 m² - 10413.04 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x522,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-wykonczone-ID4x522.html,Nowe mieszkanie 3 pokoje ( wykończone ),654 000 zł,Kielce - 01 lipca 2025,62 m² - 10548.39 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vJmC,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-warszawska-swietna-lokalizacja-gotowe-do-zamieszkania-ID4vJmC.html,3 pokoje | Warszawska | Świetna lokalizacja | Gotowe do zamieszkania,419 000 zł,Kielce - 05 czerwca 2025,"55,90 m² - 7495.53 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID10zU0R,https://www.olx.pl/d/oferta/mieszkanie-w-centrum-2-pokoje-ul-paderewskiego-CID3-ID10zU0R.html,Mieszkanie w centrum 2 pokoje ul. Paderewskiego,344 000 złdo negocjacji,Kielce - 03 lipca 2025,"41,80 m² - 8229.67 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vXcP,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-3-pokoje-z-kominkiem-60-m2-z-wlasnym-ogrodem-ID4vXcP.html,"Mieszkanie bezczynszowe 3 pokoje z kominkiem, 60 m2 z własnym ogrodem",682 000 zł,Kielce - 23 czerwca 2025,60 m² - 11366.67 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4wuAr,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-klonowa-os-szydlowek-ID4wuAr.html,Mieszkanie 2  pokojowe ul Klonowa os Szydłówek,369 000 zł,Kielce - 07 lipca 2025,47 m² - 7851.06 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4v31u,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-ksm-ID4v31u.html,2 pokoje po GENERALNYM remoncie KSM,349 000 zł,Kielce - 27 czerwca 2025,35 m² - 9971.43 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vRym,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-32m2-na-os-szydlowek-ID4vRym.html,Sprzedam mieszkanie 32m2 na os. Szydłówek,279 000 zł,Kielce - 15 czerwca 2025,32 m² - 8718.75 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID16rzLK,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-przy-ogrodzie-botanicznym-CID3-ID16rzLK.html,Mieszkanie 3 pokojowe przy Ogrodzie Botanicznym,745 000 zł,Kielce - 01 lipca 2025,67 m² - 11119.4 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4wCbA,https://www.olx.plhttps://www.otodom.pl/pl/oferta/rozkladowe-3-pokoje-bez-piecyka-gazowego-na-stoku-ID4wCbA.html,Rozkładowe 3 pokoje bez piecyka gazowego Na Stoku,419 000 zł,Kielce - 17 czerwca 2025,"58,12 m² - 7209.22 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4wqbm,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2pokoje-dwa-balkony-osiedle-ksm-ID4wqbm.html,Mieszkanie/2pokoje/ dwa balkony/Osiedle Ksm,339 000 zł,Kielce - 16 czerwca 2025,43 m² - 7883.72 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vlrz,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-2-pietro-40m2-wyremontowane-ID4vlrz.html,Mieszkanie 2 pokojowe 2 piętro 40m2 wyremontowane,399 900 zł,Kielce - 21 czerwca 2025,40 m² - 9997.5 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vFyj,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-104-5-m2-os-slichowice-ID4vFyj.html,"Mieszkanie 4 pokoje, 104,5 m2, os. Ślichowice",949 000 zł,Kielce - 09 lipca 2025,"104,50 m² - 9081.34 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID15HrwZ,https://www.olx.pl/d/oferta/nowy-bocianek-mieszkanie-z-ogrodkiem-w-cenie-CID3-ID15HrwZ.html,"Nowy Bocianek, Mieszkanie z ogródkiem w cenie,",670 000 złdo negocjacji,Kielce - 07 lipca 2025,"56,40 m² - 11879.43 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID15cU4l,https://www.olx.pl/d/oferta/apartament-70-m-poleska-kielce-CID3-ID15cU4l.html,Apartament 70 m poleska Kielce,830 000 zł,Kielce - Dzisiaj o 11:03,70 m² - 11857.14 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vetH,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-do-wprowadzenia-42-m2-ID4vetH.html,Mieszkanie do wprowadzenia 42 m2,396 000 zł,Kielce - 26 czerwca 2025,"42,06 m² - 9415.12 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4v1VC,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-tylko-522-000-zl-z-tarasem-ogrodkiem-i-strychem-ID4v1VC.html,"Mieszkanie 4 pokojowe TYLKO 522.000 zł z tarasem, ogródkiem i strychem",522 000 zł,Kielce - 20 czerwca 2025,"75,89 m² - 6878.38 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vWOu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedane-po-remoncie-3-pok-pierwsze-pietro-ID4vWOu.html,Sprzedane / po remoncie/3 pok./pierwsze piętro,529 000 zł,Kielce - 20 czerwca 2025,"58,80 m² - 8996.6 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4vKCf,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-58-12-m2-ul-jezioranskiego-3-pokoje-ID4vKCf.html,"Mieszkanie 58,12 m2  ul Jeziorańskiego 3 pokoje",469 000 zł,Kielce - 07 lipca 2025,"58,12 m² - 8069.51 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4v1WC,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-5-pokoi-strych-taras-ogrodek-super-cena-tylko-622-000-zl-ID4v1WC.html,"MIESZKANIE 5-pokoi, strych, taras, ogródek SUPER CENA TYLKO 622.000 zł",672 000 zł,Kielce - 20 czerwca 2025,"90,49 m² - 7426.23 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4uvIo,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-44m2-ul-leszczynska-os-ksm-ID4uvIo.html,Mieszkanie 44m2 ul Leszczyńska os KSM,455 000 zł,Kielce - 09 lipca 2025,"44,50 m² - 10224.72 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4wG1T,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-65m2-na-klonowej-ID4wG1T.html,Atrakcyjne mieszkanie 65m2 na Klonowej,699 000 zł,Kielce - 23 czerwca 2025,65 m² - 10753.85 zł/m²,kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID4x5fd,https://www.olx.plhttps://www.otodom.pl/pl/oferta/umeblowane-3-pokoje-taras-35m2-klonowa-95a-ID4x5fd.html,✨Umeblowane - 3 pokoje-taras 35m2- Klonowa 95A✨,610 000 zł,Kielce - 07 lipca 2025,"50,20 m² - 12151.39 zł/m²",kielce,2025-07-14 00:45:38,sprzedaz,,,,,,,,
ID16feCq,https://www.olx.pl/d/oferta/kielce-2-pokoje-umeblowane-parking-ul-romualda-blisko-galerii-CID3-ID16feCq.html,"Kielce – 2 pokoje, umeblowane, parking, ul. Romualda, blisko Galerii",395 000 złdo negocjacji,Kielce - Odświeżono dnia 12 lipca 2025,"43,50 m² - 9080.46 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID16mzLd,https://www.olx.pl/d/oferta/centrum-2-pietro-jasne-i-cieple-po-generalnym-remoncie-CID3-ID16mzLd.html,Centrum/ 2 piętro / jasne i ciepłe/ po generalnym remoncie,464 900 zł,Kielce - Odświeżono dnia 12 lipca 2025,48 m² - 9685.42 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vx9c,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-wysoki-standard-72m-dosteepny-od-zaraz-ID4vx9c.html,Apartament wysoki standard 72m² dosteępny od zaraz,756 000 zł,Kielce - 01 lipca 2025,72 m² - 10500 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID1534KA,https://www.olx.pl/d/oferta/mieszkanie-60m2-przy-dolinie-silnicy-CID3-ID1534KA.html,Mieszkanie 60m2 przy Dolinie Silnicy,670 000 zł,Kielce - 07 lipca 2025,60 m² - 11166.67 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vsWX,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-z-tarasem-kielce-centrum-ID4vsWX.html,Mieszkanie 2 pokoje z tarasem Kielce Centrum,589 000 zł,Kielce - 30 czerwca 2025,"52,64 m² - 11189.21 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x7Z4,https://www.olx.plhttps://www.otodom.pl/pl/oferta/komfortowe-4-pokojowe-mieszkanie-obok-kck-ID4x7Z4.html,Komfortowe 4-pokojowe mieszkanie obok KCK,569 000 zł,Kielce - 04 lipca 2025,"65,90 m² - 8634.29 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4rbZP,https://www.olx.plhttps://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-wlasnym-ogrodkiem-i-miejscami-parkingowymi-ID4rbZP.html,Komfortowe mieszkanie z własnym ogródkiem i miejscami parkingowymi,849 000 zł,Kielce - 05 lipca 2025,78 m² - 10884.62 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4sqdK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-stan-deweloperski-56m2-ID4sqdK.html,Mieszkanie stan deweloperski 56m2,529 720 zł,Kielce - 24 czerwca 2025,"55,76 m² - 9500 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vXdT,https://www.olx.plhttps://www.otodom.pl/pl/oferta/do-remontu-opcja-na-4-pokoje-salon-z-aneksem-kuch-ID4vXdT.html,✨Do remontu opcja na 4 pokoje +salon z aneksem kuch✨,400 000 zł,Kielce - 23 czerwca 2025,62 m² - 6451.61 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vXWn,https://www.olx.plhttps://www.otodom.pl/pl/oferta/okazja-sprzedam-mieszkanie-3-pokojowe-kielce-os-swietokrzyskie-ID4vXWn.html,"OKAZJA Sprzedam mieszkanie 3 pokojowe , Kielce, os. Świętokrzyskie",439 000 zł,Kielce - 23 czerwca 2025,"59,95 m² - 7322.77 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x09r,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-blisko-centrum-winda-ul-kaczmarka-ID4x09r.html,"3 pokoje, blisko centrum, winda, ul. Kaczmarka",399 000 zł,Kielce - 25 czerwca 2025,54 m² - 7388.89 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vOEs,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-81m-podkarczowka-ID4vOEs.html,Apartament 81m Podkarczówka,949 999 zł,Kielce - 24 czerwca 2025,81 m² - 11728.38 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4thGJ,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-113-m2-garaz-miejsce-zewn-w-cenie-ID4thGJ.html,Mieszkanie 113 m2. Garaż + miejsce zewn. w cenie,740 000 zł,Kielce - 06 lipca 2025,"113,82 m² - 6501.49 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vffY,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-duzym-ogrodkiem-ID4vffY.html,Nowe mieszkanie z dużym ogródkiem,814 000 zł,Kielce - 10 lipca 2025,68 m² - 11970.59 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4wCby,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-na-2-pietrze-blisko-centrum-ID4wCby.html,3 pokoje z balkonem na 2 piętrze blisko Centrum.,376 000 zł,Kielce - 17 czerwca 2025,"50,16 m² - 7496.01 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x0J6,https://www.olx.plhttps://www.otodom.pl/pl/oferta/syndyk-sprzeda-mieszkanie-ID4x0J6.html,Syndyk sprzeda mieszkanie,658 000 zł,Kielce - 26 czerwca 2025,"67,75 m² - 9712.18 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID16r7Bz,https://www.olx.pl/d/oferta/mieszkanie-centrum-3-pokoje-po-remoncie-CID3-ID16r7Bz.html,Mieszkanie Centrum  3 pokoje- po remoncie,439 000 złdo negocjacji,Kielce - 01 lipca 2025,46 m² - 9543.48 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vasD,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-barwinku-dla-rodziny-ID4vasD.html,3 pokojowe mieszkanie na Barwinku dla rodziny .,425 000 zł,Kielce - 17 czerwca 2025,58 m² - 7327.59 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vUBW,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-110m2-wykonczone-pod-klucz-ID4vUBW.html,Mieszkanie 110m2 -  WYKOŃCZONE pod klucz,875 000 zł,Kielce - 18 czerwca 2025,110 m² - 7954.55 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x1Wo,https://www.olx.plhttps://www.otodom.pl/pl/oferta/slichowice-nowe-m-z-ogrodami-nawet-200-m2-ID4x1Wo.html,Ślichowice Nowe M z ogrodami nawet 200 m2,364 000 zł,Kielce - 27 czerwca 2025,"36,40 m² - 10000 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vg3r,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedam-male-mieszkanie-w-dogodnej-lokalizacji-ID4vg3r.html,Sprzedam małe mieszkanie w dogodnej lokalizacji,275 000 zł,Kielce - 30 czerwca 2025,"31,30 m² - 8785.94 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vUAM,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-ul-zeromskiego-super-cena-ponizej-6800-za-m2-ID4vUAM.html,Mieszkanie w centrum - ul. Żeromskiego super cena poniżej 6800 za m2 !,310 000 zł,Kielce - 18 czerwca 2025,"45,59 m² - 6799.74 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x4Vs,https://www.olx.plhttps://www.otodom.pl/pl/oferta/ladne-mieszkanie-w-dobrej-lokalizacji-ID4x4Vs.html,Ładne mieszkanie w dobrej lokalizacji,435 000 zł,Kielce - 01 lipca 2025,"50,50 m² - 8613.86 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vRzT,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedam-nowe-mieszkanie-z-miejscem-postojowym-i-komorka-lokatorska-ID4vRzT.html,sprzedam nowe mieszkanie z miejscem postojowym i komórką lokatorską,550 000 zł,Kielce - 15 czerwca 2025,47 m² - 11702.13 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4wEXS,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-64-6-m-balkon-piwnica-na-stoku-ID4wEXS.html,"3 pokoje | 64,6 m² | balkon | piwnica | Na stoku",540 000 zł,Kielce - 18 czerwca 2025,"64,60 m² - 8359.13 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x7x2,https://www.olx.plhttps://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-z-wlasnym-ogrodem-baranowek-ul-dygasinskiego-ID4x7x2.html,"5 pokojowe mieszkanie z własnym ogrodem, Baranówek ul. Dygasińskiego",670 000 zł,Kielce - 03 lipca 2025,105 m² - 6380.95 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vlKU,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67-80-m-umeblowane-poleska-ID4vlKU.html,"3-pokojowe mieszkanie 67,80 m² umeblowane Poleska",720 000 zł,Kielce - 30 czerwca 2025,"68,53 m² - 10506.35 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vVk4,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-generalnym-remoncie-ID4vVk4.html,3 pokojowe Mieszkanie po generalnym remoncie,535 000 zł,Kielce - 21 czerwca 2025,55 m² - 9727.27 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x93G,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-balkonem-1-sze-pietro-bocianek-ID4x93G.html,Mieszkanie 3-pokojowe z balkonem 1-sze PIĘTRO (BOCIANEK),539 900 zł,Kielce - 05 lipca 2025,"49,70 m² - 10863.18 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vVHC,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-widna-kuchnia-37-5m-loggia-komorka-ID4vVHC.html,"mieszkanie, 2-pokojowe, widna kuchnia, 37,5m² loggia + komórka",348 300 zł,Kielce - 22 czerwca 2025,"37,50 m² - 9288 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4xd9d,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-44-5m2-po-remoncie-ID4xd9d.html,"Nowoczesne mieszkanie 44,5m2 po remoncie!",384 000 zł,Kielce - 10 lipca 2025,"44,50 m² - 8629.21 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x44p,https://www.olx.plhttps://www.otodom.pl/pl/oferta/-ID4x44p.html,"Mieszkanie, Kielce",359 000 zł,Kielce - 01 lipca 2025,50 m² - 7180 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4wor3,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pok-mieszkanie-piekny-widok-dolina-silnicy-ID4wor3.html,"2 pok. mieszkanie, piękny widok- Dolina Silnicy",307 000 zł,Kielce - 03 lipca 2025,"34,18 m² - 8981.86 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x13z,https://www.olx.plhttps://www.otodom.pl/pl/oferta/umeblowane-mieszkanie-46m2-gotowe-do-wprowadzenia-2-pokoje-balkon-ID4x13z.html,Umeblowane mieszkanie 46m2 gotowe do wprowadzenia 2-Pokoje Balkon,389 000 zł,Kielce - 26 czerwca 2025,"46,20 m² - 8419.91 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID15Br5P,https://www.olx.pl/d/oferta/mieszkanie-54-m2-ul-gliniana-herby-CID3-ID15Br5P.html,Mieszkanie 54 m2 ul.Gliniana HERBY,389 000 złdo negocjacji,Kielce - 01 lipca 2025,54 m² - 7203.7 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x7yZ,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-slichowice-blok-2015-kielce-ID4x7yZ.html,2 pokoje | Ślichowice | Blok 2015 | Kielce,499 000 zł,Kielce - 03 lipca 2025,47 m² - 10617.02 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vJkv,https://www.olx.plhttps://www.otodom.pl/pl/oferta/pokoj-z-kuchnia-z-mozliwoscia-przerobki-na-2-pokoje-z-aneksem-ID4vJkv.html,Pokój z kuchnią z możliwością przeróbki na 2 pokoje z aneksem.,269 000 zł,Kielce - 05 czerwca 2025,"30,94 m² - 8694.25 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x2b5,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-wykonczone-pod-klucz-3pok-2pietro-parking-ID4x2b5.html,"NOWE wykończone POD KLUCZ, 3pok, 2piętro, parking",530 000 zł,Kielce - 27 czerwca 2025,52 m² - 10192.31 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4x7mc,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-bocianek-ID4x7mc.html,Nowe mieszkanie 3 pokoje BOCIANEK,819 000 zł,Kielce - 03 lipca 2025,64 m² - 12796.88 zł/m²,kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID16uTZ5,https://www.olx.pl/d/oferta/stylowe-i-nowoczesne-3-pok-umeblowane-CID3-ID16uTZ5.html,Stylowe i nowoczesne 3-pok.Umeblowane,460 000 zł,Kielce - 06 lipca 2025,"46,10 m² - 9978.31 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
ID4vDgd,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2pokojowe-mieszkanie-51-1m2-orlat-lwowskich-kielce-ID4vDgd.html,"2pokojowe mieszkanie 51,1m2 Orląt Lwowskich Kielce",419 000 zł,Kielce - 11 lipca 2025,"51,10 m² - 8199.61 zł/m²",kielce,2025-07-14 00:45:40,sprzedaz,,,,,,,,
