,ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,Dwelling_Type,Elevator,Furnishing,Level,Parking_Space,Pets,Rooms_Number,Seller
155,ID16kOw4,https://www.olx.pl/d/oferta/mieszkanie-chorwacka-3-pok-60m2-dwustronne-rozklad-bezposrednio-CID3-ID16kOw4.html,"Mieszkanie, Chorwacka, 3-pok, 60m2, dwustronne, rozkład, bezpośrednio",679 000 złdo negocjacji,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 20:33","60,10 m² - 11297.84 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
156,ID4x0gW,https://www.olx.plhttps://www.otodom.pl/pl/oferta/prawdziwa-okazja-inwestycyjna-centrum-wroclawia-4-mieszkania-8-pokoi-ID4x0gW.html,"Prawdziwa OKAZJA Inwestycyjna CENTRUM Wrocławia 4 mieszkania, 8 pokoi",989 000 zł,Wrocław - Odświeżono Dzisiaj o 18:15,130 m² - 7607.69 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
157,ID14hIpz,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-inzynierska-po-remoncie-bardzo-wysoki-standard-CID3-ID14hIpz.html,"Mieszkanie 2 pokoje, Inżynierska, po remoncie, bardzo wysoki standard",570 000 zł,"Wrocław, Stare Miasto - Odświeżono dnia 12 lipca 2025",35 m² - 16285.71 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
158,ID16nn4t,https://www.olx.pl/d/oferta/2-pokoje-garderoba-balkon-klima-po-generalnym-remoncie-CID3-ID16nn4t.html,"2 pokoje, garderoba, balkon, KLIMA, po GENERALNYM Remoncie",599 000 złdo negocjacji,"Wrocław, Fabryczna - Odświeżono Dzisiaj o 16:48",39 m² - 15358.97 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
159,ID16rdBz,https://www.olx.pl/d/oferta/2-pokoje-uniwersytet-po-generalnym-remoncie-wyposazone-prywatnie-CID3-ID16rdBz.html,2 pokoje | Uniwersytet | Po generalnym remoncie| Wyposażone |Prywatnie,625 000 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 10:38",42 m² - 14880.95 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
160,ID4xc9J,https://www.olx.plhttps://www.otodom.pl/pl/oferta/swietna-inwestycja-do-remontu-do-mieszkania-i-pod-wynajem-na-olbinie-ID4xc9J.html,Świetna inwestycja DO REMONTU do mieszkania i pod wynajem na Ołbinie,349 000 zł,"Wrocław, Śródmieście - 09 lipca 2025",38 m² - 9184.21 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
161,ID16wqAb,https://www.olx.pl/d/oferta/wszechstronna-kawalerka-w-scislym-centrum-wroclawia-CID3-ID16wqAb.html,Wszechstronna Kawalerka w ścislym centrum Wroclawia,475 000 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 19:56","31,59 m² - 15036.4 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
162,ID4wxRt,https://www.olx.plhttps://www.otodom.pl/pl/oferta/rozklad-2-pokoje-plac-legionow-ID4wxRt.html,"Rozkład | 2 pokoje, plac Legionów",624 900 zł,Wrocław - 27 czerwca 2025,"48,32 m² - 12932.53 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
163,ID16j6gZ,https://www.olx.pl/d/oferta/mieszkanie-64m-na-sprzedaz-ul-gajowicka-bezposrednio-od-wlasciciela-CID3-ID16j6gZ.html,"Mieszkanie 64m na sprzedaż, ul. Gajowicka- Bezpośrednio od właściciela",775 000 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025",64 m² - 12109.38 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
164,ID4xbDu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pok-lodzka-zadbana-kamienica-ID4xbDu.html,"2 pok, Łódzka, zadbana kamienica!",449 000 zł,"Wrocław, Krzyki - 09 lipca 2025","55,70 m² - 8061.04 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
165,ID4i1QY,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-centrum-bezposrednio-ID4i1QY.html,3-pokojowe mieszkanie w Centrum | Bezpośrednio!,525 000 zł,Wrocław - Odświeżono Dzisiaj o 08:19,48 m² - 10937.5 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
166,IDZAut7,https://www.olx.pl/d/oferta/2-pok-nowy-blok-urzadzone-premium-fitness-centrum-wroclaw-CID3-IDZAut7.html,"2 pok. nowy blok urządzone premium, fitness  Centrum Wrocław",720 000 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 15:46",34 m² - 21176.47 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
167,ID4x8Jj,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowoczesne-wysoki-standard-nowe-balkon-garaz-bezposrednio-bez-pcc-ID4x8Jj.html,"Nowoczesne, Wysoki standard, Nowe, Balkon Garaż, bezpośrednio, bez PCC",675 000 zł,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 11:20","43,50 m² - 15517.24 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
168,ID4vaF2,https://www.olx.plhttps://www.otodom.pl/pl/oferta/zarezerwowane-ID4vaF2.html,Zarezerwowane,190 000 zł,"Wrocław, Fabryczna - 02 lipca 2025","40,62 m² - 4677.5 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
169,ID16rrm0,https://www.olx.pl/d/oferta/ul-bystrzycka-3-pokoje-po-remoncie-CID3-ID16rrm0.html,ul. Bystrzycka - 3 pokoje po remoncie,747 500 zł,"Wrocław, Fabryczna - Odświeżono Dzisiaj o 14:09","53,40 m² - 13998.13 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
170,ID4sU6g,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-pl-solny-gotowy-obiekt-b-b-ID4sU6g.html,Apartament PL. SOLNY / gotowy obiekt B&B,1 290 000 zł,"Wrocław, Stare Miasto - 10 lipca 2025",75 m² - 17200 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
171,ID4vZWp,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pok-mieszkanie-40-72-m-z-balkonem-psie-pole-ID4vZWp.html,"2-pok. mieszkanie 40,72 m² z balkonem – Psie Pole",524 000 zł,Wrocław - Odświeżono Dzisiaj o 10:46,"40,72 m² - 12868.37 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
172,ID4vco7,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-otoczone-zielenia-z-miejscem-garazowym-ID4vco7.html,Słoneczne mieszkanie otoczone zielenią z miejscem garażowym,890 000 zł,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 09:19",70 m² - 12714.29 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
173,ID4x5m0,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-otoczone-zielenia-duzy-ogrod-dobra-lokalizacja-ID4x5m0.html,3 pokoje/ Otoczone zielenią/ duży ogród/ dobra lokalizacja,645 000 zł,"Wrocław, Psie Pole - 01 lipca 2025","71,85 m² - 8977.04 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
174,ID16rVqq,https://www.olx.pl/d/oferta/bez-posrednikow-grabiszyn-rozana-piekne-2-pok-umeblowane-piwnica-CID3-ID16rVqq.html,"Bez pośredników - Grabiszyn, Różana, piękne, 2 pok, umeblowane,piwnica",570 000 zł,"Wrocław, Fabryczna - 01 lipca 2025",34 m² - 16764.71 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
175,ID4vDB2,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wygodne-mieszkanie-w-cichej-i-spokojnej-okolicy-ID4vDB2.html,Wygodne mieszkanie w cichej i spokojnej okolicy.,1 100 000 zł,"Wrocław, Psie Pole - 31 maja 2025",90 m² - 12222.22 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
176,ID4x4gb,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-w-swietnej-lokalizacji-ID4x4gb.html,Słoneczne 2 pokojowe w świetnej  lokalizacji,375 000 zł,"Wrocław, Krzyki - 30 czerwca 2025","29,08 m² - 12895.46 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
177,ID4x6eo,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-z-klimatem-i-piwnica-zielona-okolica-ID4x6eo.html,3 pokoje z klimatem i piwnicą | Zielona okolica,459 000 zł,"Wrocław, Krzyki - 03 lipca 2025","41,17 m² - 11148.89 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
178,ID4x83D,https://www.olx.plhttps://www.otodom.pl/pl/oferta/okazja-3pok-do-remontu-tanio-superlokalizacja-ID4x83D.html,okazja-3pok-do remontu-tanio-superlokalizacja!,398 999 zł,"Wrocław, Psie Pole - 04 lipca 2025",45 m² - 8866.64 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
179,ID4x6Cu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bardzo-przestronne-4-pokoje-w-zielonej-okolicy-ID4x6Cu.html,Bardzo przestronne 4 pokoje w zielonej okolicy,675 000 zł,"Wrocław, Psie Pole - 08 lipca 2025","73,18 m² - 9223.83 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
180,ID4vrgr,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wroclaw-2-pokoje-osobna-kuchnia-balkon-gotowe-do-zamieszkania-ID4vrgr.html,"Wrocław | 2 pokoje, osobna kuchnia, balkon | Gotowe do zamieszkania",464 000 zł,"Wrocław, Krzyki - 19 czerwca 2025","51,12 m² - 9076.68 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
181,ID4tSc1,https://www.olx.plhttps://www.otodom.pl/pl/oferta/tuz-przy-placu-bema-wyposazone-super-inwestycja-ID4tSc1.html,"tuż przy Placu Bema, Wyposażone, Super Inwestycja",359 000 zł,"Wrocław, Śródmieście - 12 lipca 2025","24,16 m² - 14859.27 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
182,ID4x18X,https://www.olx.plhttps://www.otodom.pl/pl/oferta/przytulne-2-pokoje-w-nowym-budownictwie-gadow-ID4x18X.html,Przytulne 2 pokoje w nowym budownictwie - Gądów,600 000 zł,"Wrocław, Fabryczna - 04 lipca 2025",45 m² - 13333.33 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
183,ID4x8wd,https://www.olx.plhttps://www.otodom.pl/pl/oferta/4m-na-grabiszynie-balkon-mp-po-vs-przed-dzien-otwarty-ID4x8wd.html,4M na Grabiszynie_balkon|Mp| PO vs PRZED |DZIEŃ OTWARTY!,599 000 zł,"Wrocław, Fabryczna - 04 lipca 2025",58 m² - 10327.59 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
184,ID4x2Dd,https://www.olx.plhttps://www.otodom.pl/pl/oferta/centrum-ok-sky-towera-rozkladowe-3pok-61m2-miejskie-media-balkon-winda-ID4x2Dd.html,"CENTRUM,ok.SKY TOWERA,ROZKŁADOWE,3POK,61m2,Miejskie Media,Balkon,Winda",565 000 zł,"Wrocław, Krzyki - 28 czerwca 2025",61 m² - 9262.3 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
185,ID4x5d9,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bez-pcc-pl-grunwaldzki-odlicz-vat-klima-2024-r-ID4x5d9.html,-Bez Pcc-Pl. Grunwaldzki-Odlicz Vat-Klima-2024.r,1 096 999 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 15:33","71,50 m² - 15342.64 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
186,ID16lavQ,https://www.olx.pl/d/oferta/piekne-3-pokoje-duzy-balkon-piwnica-m-miejskie-3km-do-rynku-CID3-ID16lavQ.html,Piękne 3 pokoje! | duży balkon | piwnica | m. miejskie | 3km do Rynku,779 900 zł,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025","60,30 m² - 12933.67 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
187,ID4vKRa,https://www.olx.plhttps://www.otodom.pl/pl/oferta/58m2-karlowice-rozanka-3-pokoje-zaciszne-balkon-parking-gotowe-ID4vKRa.html,58m2 KARŁOWICE RÓŻANKA 3 pokoje ZACISZNE balkon parking GOTOWE,685 000 zł,"Wrocław, Psie Pole - 16 czerwca 2025",58 m² - 11810.34 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
188,ID16jfBC,https://www.olx.pl/d/oferta/3-pokoje-45-80-m-wroclaw-inowroclawska-po-remoncie-balkon-CID3-ID16jfBC.html,"3 pokoje, 45,80 m², Wrocław – Inowrocławska | Po remoncie, balkon",590 000 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025","45,80 m² - 12882.1 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
189,ID16ntuX,https://www.olx.pl/d/oferta/sloneczne-mieszkanie-na-maslicach-52-m-z-potencjalem-i-balkonem-CID3-ID16ntuX.html,Słoneczne mieszkanie na Maślicach – 52 m² z potencjałem i balkonem!,620 000 złdo negocjacji,"Wrocław, Fabryczna - Odświeżono Dzisiaj o 12:02",52 m² - 11923.08 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
190,ID4vWko,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjna-cena-przestronne-mieszkanie-ID4vWko.html,"Atrakcyjna cena, przestronne mieszkanie!",438 000 zł,"Wrocław, Krzyki - 25 czerwca 2025","40,20 m² - 10895.52 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
191,ID4x8n9,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-3m-do-aranzacji-piwnica-kom-lokatorska-balkon-okazja-ID4x8n9.html,2/3M do aranżacji|piwnica_kom.lokatorska_balkon|OKAZJA!,499 000 zł,"Wrocław, Śródmieście - 04 lipca 2025","62,50 m² - 7984 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
192,ID4x59T,https://www.olx.plhttps://www.otodom.pl/pl/oferta/okazja-pl-grunwald-swiezo-po-remoncie-klima-2024-r-ID4x59T.html,Okazja-Pl.Grunwald-Świeżo Po Remoncie-Klima-2024.r,1 096 999 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 15:05","71,50 m² - 15342.64 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
193,ID4vNtF,https://www.olx.plhttps://www.otodom.pl/pl/oferta/do-remontu-widok-z-tarasu-na-ul-legnicka-ID4vNtF.html,Do remontu | Widok z tarasu na ul. Legnicką,450 000 zł,"Wrocław, Stare Miasto - 04 lipca 2025",41 m² - 10975.61 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
194,ID4vJLI,https://www.olx.plhttps://www.otodom.pl/pl/oferta/71-m2-w-cenie-599-obok-pl-jana-pawla-ii-okazja-ID4vJLI.html,71 m2 w cenie 599! Obok pl.Jana Pawła II Okazja!!!,599 000 zł,"Wrocław, Stare Miasto - 02 lipca 2025","70,80 m² - 8460.45 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
195,ID4x1QB,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2m-piwnica-parking-do-remontu-okazja-tylko-u-nas-ID4x1QB.html,2M|piwnica_parking|do remontu|OKAZJA TYLKO U NAS!,299 000 zł,"Wrocław, Fabryczna - 27 czerwca 2025",36 m² - 8305.56 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
196,ID4uZzb,https://www.olx.plhttps://www.otodom.pl/pl/oferta/przy-parku-tolpy-okna-od-podworka-media-miejskie-ID4uZzb.html,"Przy parku Tołpy/ okna od podwórka, media miejskie",389 000 zł,"Wrocław, Śródmieście - Dzisiaj o 12:28",34 m² - 11441.18 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
197,ID4x8s0,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-z-imponujacym-tarasem-i-ogrodem-zimowym-ID4x8s0.html,Apartament z imponującym tarasem i ogrodem zimowym,2 500 000 zł,"Wrocław, Fabryczna - 04 lipca 2025",70 m² - 35714.29 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
198,ID4xasS,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedaz-2pok-mieszkanie-krzyki-huby-bez-prowizji-ID4xasS.html,Sprzedaż 2pok mieszkanie Krzyki/Huby/bez prowizji,480 000 zł,"Wrocław, Krzyki - 08 lipca 2025",36 m² - 13333.33 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
199,ID16slfm,https://www.olx.pl/d/oferta/przytulne-2-pokojowe-mieszkanie-blisko-starego-miasta-CID3-ID16slfm.html,Przytulne 2-pokojowe mieszkanie blisko Starego Miasta,3 100 złdo negocjacji,"Warszawa, Żoliborz - 02 lipca 2025",38 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
200,ID16A4xH,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-bialoleka-CID3-ID16A4xH.html,Mieszkanie do wynajecia Białołęka,2 500 zł,"Warszawa, Białołęka - 12 lipca 2025","38,92 m²",warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
201,ID16kK9d,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-na-starym-zoliborzu-CID3-ID16kK9d.html,2 pokojowe mieszkanie na Starym Żoliborzu,3 300 zł,"Warszawa, Żoliborz - Odświeżono Dzisiaj o 14:26",43 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
202,ID16rOv1,https://www.olx.pl/d/oferta/piekny-apartament-premium-mokotow-sulkowicka-CID3-ID16rOv1.html,"Piękny apartament PREMIUM. Mokotów, Sułkowicka",5 800 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 20:19",51 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
203,ID16xo9q,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-27-m2-filtrowa-CID3-ID16xo9q.html,Kawalerka na wynajem 27 m2 Filtrowa,2 900 zł,"Warszawa, Ochota - Odświeżono Dzisiaj o 08:52",27 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
204,ID4xbCE,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-na-osiedlu-galeria-park-ID4xbCE.html,2 pokoje na osiedlu Galeria Park!,3 000 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 14:48",36 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
205,ID4vYcl,https://www.olx.plhttps://www.otodom.pl/pl/oferta/do-wynajecia-kawalerka-krotkie-terminy-rowniez-ID4vYcl.html,Do wynajęcia kawalerka! Krótkie terminy - również!,3 300 zł,"Warszawa, Bielany - Odświeżono Dzisiaj o 18:29",48 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
206,ID16pwq8,https://www.olx.pl/d/oferta/sloneczne-mieszkanie-z-oddechem-a-sunny-apartment-with-a-breath-CID3-ID16pwq8.html,Słoneczne mieszkanie z oddechem / A sunny apartment with a breath,3 500 zł,"Warszawa, Śródmieście - Odświeżono Dzisiaj o 19:26",53 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
207,ID16whg8,https://www.olx.pl/d/oferta/tarchomin-mehoffera-36-38-metrow-3400-bez-dodatkowych-oplat-CID3-ID16whg8.html,"Tarchomin, Mehoffera 36, 38 metrów, 3400 bez dodatkowych opłat",3 400 zł,"Warszawa, Białołęka - Odświeżono Dzisiaj o 09:48",38 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
208,ID4qqht,https://www.olx.plhttps://www.otodom.pl/pl/oferta/-ID4qqht.html,"Mieszkanie, Warszawa",2 500 zł,"Warszawa, Ochota - Odświeżono Dzisiaj o 12:07",37 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
209,ID16sBX9,https://www.olx.pl/d/oferta/kawalerka-po-remoncie-metro-ksiecia-janusza-CID3-ID16sBX9.html,Kawalerka po remoncie-Metro Ksiecia Janusza,2 550 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 08:04",24 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
210,ID16wqmx,https://www.olx.pl/d/oferta/atrakcyjne-mieszkanie-na-mokotowie-wynajme-CID3-ID16wqmx.html,Atrakcyjne mieszkanie na Mokotowie - wynajmę,2 850 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 19:54",36 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
211,ID16oaxr,https://www.olx.pl/d/oferta/wynajem-2-pok-praga-poludnie-CID3-ID16oaxr.html,Wynajem 2 pok. Praga Południe,2 700 zł,"Warszawa, Praga-Południe - 26 czerwca 2025",34 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
212,ID16iAq6,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-warszawa-centrum-CID3-ID16iAq6.html,Mieszkanie do wynajęcia WARSZAWA CENTRUM,2 800 zł,"Warszawa, Śródmieście - 19 czerwca 2025",40 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
213,IDPJzW2,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-z-kuchnia-33m2-do-wynajecia-ursus-niedzwiadek-CID3-IDPJzW2.html,"Mieszkanie 2 pokoje z kuchnią 33m2 do wynajęcia, Ursus- Niedźwiadek.",3 000 zł,"Warszawa, Ursus - 07 lipca 2025",33 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
214,ID16wxoq,https://www.olx.pl/d/oferta/piekna-kawalerka-z-sypialnia-tuz-przy-saskiej-kepie-i-parku-CID3-ID16wxoq.html,Piękna kawalerka z sypialnią tuż przy Saskiej Kępie i Parku,2 550 zł,"Warszawa, Praga-Południe - Odświeżono dnia 12 lipca 2025",24 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
215,ID16jaLt,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-niedaleko-centrum-promenada-i-ronda-wiatraczna-CID3-ID16jaLt.html,Mieszkanie 3 pokojowe niedaleko Centrum Promenada i Ronda Wiatraczna,3 000 zł,"Warszawa, Praga-Południe - Odświeżono Dzisiaj o 06:34",63 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
216,ID4x7VH,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-balkonem-mokotow-ul-modzelewskiego-67-0-ID4x7VH.html,Nowoczesna Kawalerka z Balkonem | Mokotów – ul. Modzelewskiego 67 - 0%,2 900 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 12:19","28,20 m²",warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
217,ID16qgZZ,https://www.olx.pl/d/oferta/kompaktowa-kawalerka-w-wa-wola-ul-agawy-22-m2-czeka-na-najemce-CID3-ID16qgZZ.html,"Kompaktowa Kawalerka W-wa Wola ul. AGAWY,  22 m2 czeka na najemcę",2 550 złdo negocjacji,"Warszawa, Wola - Odświeżono dnia 12 lipca 2025",22 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
218,ID16iVLL,https://www.olx.pl/d/oferta/wynajme-mieszkanie-4-pokojowe-65-m2-ursus-CID3-ID16iVLL.html,Wynajmę mieszkanie 4 pokojowe 65 m2 Ursus,4 500 złdo negocjacji,"Warszawa, Ursus - Odświeżono Dzisiaj o 15:41",65 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
219,ID16p71M,https://www.olx.pl/d/oferta/bezposrednio-mieszkanie-82m-wilanow-zawady-CID3-ID16p71M.html,"Bezpośrednio, mieszkanie 82m, Wilanów-Zawady",4 500 zł,"Warszawa, Wilanów - Odświeżono Dzisiaj o 09:55",82 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
220,ID16vcSa,https://www.olx.pl/d/oferta/bezposrednio-2-pokoje-metro-slodowiec-CID3-ID16vcSa.html,Bezpośrednio 2 pokoje metro Słodowiec,3 300 zł,"Warszawa, Żoliborz - Odświeżono Dzisiaj o 19:21",45 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
221,ID16hZ6N,https://www.olx.pl/d/oferta/3-pokojowe-mieszkanie-na-wynajem-ul-przeworska-praga-poludnie-CID3-ID16hZ6N.html,"3-pokojowe mieszkanie na wynajem – ul. Przeworska, Praga-Południe",3 600 zł,"Warszawa, Praga-Południe - Odświeżono Dzisiaj o 07:40","52,81 m²",warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
222,ID4x2MR,https://www.olx.plhttps://www.otodom.pl/pl/oferta/od-zaraz-lux-2pok-49m2-ul-nowoursynowska-metro-ID4x2MR.html,Od Zaraz/ Lux 2Pok/ 49M2/ Ul Nowoursynowska/Metro.,3 200 zł,"Warszawa, Ursynów - Odświeżono Dzisiaj o 06:57","48,57 m²",warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
223,ID16xVfk,https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-saska-kepa-CID3-ID16xVfk.html,Mieszkanie 3 pokoje Saska Kępa,3 300 zł,"Warszawa, Praga-Południe - Odświeżono Dzisiaj o 18:42",47 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
224,ID16cvMj,https://www.olx.pl/d/oferta/wynajme-nowoczesne-3-pokojowe-mieszkanie-na-saskiej-kepie-w-warszawie-CID3-ID16cvMj.html,Wynajmę nowoczesne 3 pokojowe mieszkanie na Saskiej Kępie w Warszawie,4 000 zł,"Warszawa, Praga-Południe - 12 lipca 2025",51 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
225,ID16xmn1,https://www.olx.pl/d/oferta/warszawa-goclaw-3-pokoje-loggia-2017-r-gotowe-od-zaraz-CID3-ID16xmn1.html,Warszawa Gocław | 3 pokoje | Loggia | 2017 r. | Gotowe od zaraz,3 900 zł,"Warszawa, Praga-Południe - 09 lipca 2025",50 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
226,ID16AfsS,https://www.olx.pl/d/oferta/mieszkanie-ul-cybernetyki-2-warszawa-na-wynajem-super-lokalizacja-CID3-ID16AfsS.html,Mieszkanie ul. Cybernetyki 2 Warszawa na wynajem super lokalizacja,3 100 zł,"Warszawa, Mokotów - Dzisiaj o 07:43",35 m²,warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
227,ID4x3k3,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38-6-m-ul-drawska-10-ochota-warszawa-ID4x3k3.html,"2-pokojowe mieszkanie | 38,6 m² | ul. Drawska 10 | Ochota, Warszawa",3 100 zł,Warszawa - Odświeżono Dzisiaj o 12:19,"38,60 m²",warszawa,2025-07-13 22:46:46,wynajem,,,,,,,,
