,ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,Dwelling_Type,Elevator,Furnishing,Level,Parking_Space,Pets,Rooms_Number,Seller
78,ID4x8fN,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-3-pokoje-wykonczone-z-meblami-ID4x8fN.html,Nowe mieszkanie 3 pokoje - wykończone z meblami,645 000 zł,Kielce - 04 lipca 2025,62 m² - 10403.23 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
79,ID4vTDI,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bezczynszowe-herby-kielce-ID4vTDI.html,Bezczynszowe | Herby | Kielce,229 000 zł,Kielce - 04 lipca 2025,49 m² - 4673.47 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
80,ID4wD2Y,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-70-m-bez-posrednika-ID4wD2Y.html,Nowe Mieszkanie 70 m bez pośrednika,575 000 zł,Kielce - 16 czerwca 2025,70 m² - 8214.29 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
81,ID4tmzM,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-ul-zamenhofa-kielce-ID4tmzM.html,Mieszkanie 2  pokoje ul. Zamenhofa Kielce,299 000 zł,Kielce - 07 lipca 2025,"39,50 m² - 7569.62 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
82,ID4vMvP,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-po-remoncie-swietna-lokalizacja-kredyt-ID4vMvP.html,BEZPOŚREDNIO 2-pokoje | po remoncie | świetna lokalizacja | kredyt,359 000 zł,Kielce - 09 czerwca 2025,"39,90 m² - 8997.49 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
83,ID4vLzB,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pietro-ksm-balkon-po-remoncie-ID4vLzB.html,"Mieszkanie 2 piętro, Ksm, balkon po remoncie",369 000 zł,Kielce - 16 czerwca 2025,"37,40 m² - 9866.31 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
84,ID4x6R6,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedam-2-pokojowe-mieszkanie-na-osiedlu-barwinek-ID4x6R6.html,Sprzedam 2 pokojowe mieszkanie na osiedlu Barwinek,355 000 zł,Kielce - Dzisiaj o 12:54,"45,18 m² - 7857.46 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
85,ID4xfBl,https://www.olx.plhttps://www.otodom.pl/pl/oferta/przytulne-mieszkanie-43-m-do-zamieszkania-ID4xfBl.html,Przytulne mieszkanie 43 m do zamieszkania,390 000 zł,Kielce - Dzisiaj o 13:01,43 m² - 9069.77 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
86,ID16uHny,https://www.olx.pl/d/oferta/mieszkanie-baranowek-43-92-m2-miejsce-parkingowe-komorka-blisko-las-CID3-ID16uHny.html,"Mieszkanie Baranówek 43,92 m2 miejsce parkingowe komórka blisko las !",495 000 zł,Kielce - 05 lipca 2025,"43,92 m² - 11270.49 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
87,ID16k26y,https://www.olx.pl/d/oferta/okazja-mieszkanie-1-pokojowe-do-odswiezenia-23m-1-pietro-4-ul-lecha-CID3-ID16k26y.html,Okazja!Mieszkanie 1 pokojowe do odświeżenia 23m 1 piętro/4 ul.Lecha,211 000 zł,Kielce - 21 czerwca 2025,23 m² - 9173.91 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
88,ID4x4Vs,https://www.olx.plhttps://www.otodom.pl/pl/oferta/ladne-mieszkanie-w-dobrej-lokalizacji-ID4x4Vs.html,Ładne mieszkanie w dobrej lokalizacji,435 000 zł,Kielce - 01 lipca 2025,"50,50 m² - 8613.86 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
89,ID4t9EH,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-40m2-ogrodek-60m-stan-deweloperski-ID4t9EH.html,2 pokoje 40m2 ogródek 60m stan deweloperski,380 000 zł,Kielce - 10 lipca 2025,40 m² - 9500 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
90,ID444IA,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-bezczynszowe-ogrod-tarasy-ogrze-podlogowe-ID444IA.html,"Nowe bezczynszowe, ogród, tarasy, ogrze. podłogowe",510 000 zł,Kielce - 01 lipca 2025,86 m² - 5930.23 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
91,ID4vNc3,https://www.olx.plhttps://www.otodom.pl/pl/oferta/rozstawne-2-pok-widna-kuchnia-ID4vNc3.html,Rozstawne 2 pok + widna kuchnia,309 000 zł,Kielce - 26 czerwca 2025,"46,20 m² - 6688.31 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
92,ID4wDxf,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjna-cicha-okolica-3-pokoje-z-2-balkonami-ID4wDxf.html,"Atrakcyjna, cicha okolica, 3 pokoje z 2 balkonami!",359 000 zł,Kielce - 17 czerwca 2025,"48,30 m² - 7432.71 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
93,ID4vqml,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-2-pokoje-45m2-ID4vqml.html,Mieszkanie na sprzedaż 2 pokoje 45m2,384 000 zł,Kielce - 23 czerwca 2025,"44,50 m² - 8629.21 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
94,ID4wo1p,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-kielce-2-pokoje-39-90m2-ID4wo1p.html,"Mieszkanie na sprzedaż Kielce 2 Pokoje 39,90m2",299 000 zł,Kielce - 30 czerwca 2025,"39,90 m² - 7493.73 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
95,ID4xaLE,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pietro-2-balkony-po-generalnym-remonice-ID4xaLE.html,2 piętro / 2 balkony / po generalnym remonice /,465 000 zł,Kielce - 07 lipca 2025,48 m² - 9687.5 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
96,ID4x2jg,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-w-nowoczesnym-stylu-po-generalnym-remoncie-ID4x2jg.html,Mieszkanie w nowoczesnym stylu po generalnym remoncie,451 200 zł,Kielce - 27 czerwca 2025,47 m² - 9600 zł/m²,kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
97,ID4xbfy,https://www.olx.plhttps://www.otodom.pl/pl/oferta/komfortowe-nowe-mieszkanie-z-naroznym-balkonem-osiedle-bella-vista-ID4xbfy.html,"Komfortowe, Nowe Mieszkanie z narożnym balkonem – Osiedle Bella Vista",565 000 zł,Kielce - 08 lipca 2025,"43,50 m² - 12988.51 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
98,ID4x6Iw,https://www.olx.plhttps://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-z-balkonem-ID4x6Iw.html,Przestronne  3-pokojowe mieszkanie z balkonem,620 000 zł,Kielce - 02 lipca 2025,"64,60 m² - 9597.52 zł/m²",kielce,2025-07-13 22:46:33,sprzedaz,,,,,,,,
99,ID164RVx,https://www.olx.pl/d/oferta/wynajme-3-pokojowe-mieszkanie-przy-skytower-CID3-ID164RVx.html,Wynajmę 3-pokojowe mieszkanie przy Skytower,3 200 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 18:27",60 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
100,ID16z9dQ,https://www.olx.pl/d/oferta/dwupokojowe-50m-blisko-centrum-CID3-ID16z9dQ.html,"Dwupokojowe,50m,blisko centrum.",3 100 zł,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025",51 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
101,ID160MDv,https://www.olx.pl/d/oferta/mieszkanie-1-pokojowe-kawalerka-wroclaw-centrum-nowe-budownictwo-CID3-ID160MDv.html,"Mieszkanie 1-pokojowe, kawalerka, Wrocław, centrum, nowe budownictwo",2 190 zł,"Wrocław, Stare Miasto - Odświeżono dnia 10 lipca 2025",27 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
102,ID16wgbo,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-ID16wgbo.html,Mieszkanie do wynajęcia,3 300 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 13:16",38 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
103,ID16v9eW,https://www.olx.pl/d/oferta/kawalerka-od-zaraz-ul-dzialdowska-kowale-CID3-ID16v9eW.html,Kawalerka- Od zaraz -ul.Działdowska/Kowale,2 500 zł,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 18:27",37 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
104,ID16rron,https://www.olx.pl/d/oferta/duza-kawalerka-od-15-07-bez-posrednikow-pets-friendly-CID3-ID16rron.html,Duża Kawalerka | Od 15.07 | Bez Pośredników | Pets Friendly,2 650 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 12:14",35 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
105,ID16tU5n,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-38-m2-kepa-mieszczanska-centrum-CID3-ID16tU5n.html,Mieszkanie 2-pokojowe - 38 m2/Kępa Mieszczańska/Centrum /,2 950 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 13:20",38 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
106,ID16rqxA,https://www.olx.pl/d/oferta/kawalerka-pets-friendly-bez-prowizji-od-zaraz-CID3-ID16rqxA.html,Kawalerka | Pets Friendly | Bez Prowizji | Od Zaraz,2 350 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 12:14",25 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
107,ID16xUlq,https://www.olx.pl/d/oferta/mieszkanie-5-pokojowe-CID3-ID16xUlq.html,Mieszkanie 5 pokojowe,4 600 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 18:11",78 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
108,ID16p8s3,https://www.olx.pl/d/oferta/kawalerka-na-wynajem-blisko-uniwersytet-wsb-i-dsw-od-01-07-2025-CID3-ID16p8s3.html,Kawalerka na wynajem blisko Uniwersytet WSB i DSW od 01.07.2025,1 900 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 10:21",17 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
109,ID16nfO8,https://www.olx.pl/d/oferta/apartament-88m2-olimpia-port-na-wynajem-CID3-ID16nfO8.html,Apartament 88m2 Olimpia Port- na wynajem,5 100 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 14:21",88 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
110,ID16wD6h,https://www.olx.pl/d/oferta/mieszkanie-2pokojowe-z-klimatyzacja-miejsce-w-garazu-olimpia-port-CID3-ID16wD6h.html,MIESZKANIE 2pokojowe z klimatyzacją + miejsce w garażu / OLIMPIA PORT,3 400 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 09:33",55 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
111,ID16wZIi,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-klimatyzacja-ul-polaka-pl-grunwaldzki-CID3-ID16wZIi.html,"2 pokojowe mieszkanie, KLIMATYZACJA – ul. Polaka / pl. Grunwaldzki",3 300 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 15:42",40 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
112,ID15M3Oh,https://www.olx.pl/d/oferta/wynajem-2-pokojowego-mieszkania-w-kamienicy-powstancow-sl-od-1-09-2025-CID3-ID15M3Oh.html,Wynajem 2-pokojowego mieszkania w kamienicy Powstańców Śl od 1.09.2025,2 800 zł,"Wrocław, Krzyki - 10 lipca 2025",60 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
113,ID16y9o2,https://www.olx.pl/d/oferta/wynajme-komfortowe-mieszkanie-1-pokojowe-na-ul-mieleckiej-CID3-ID16y9o2.html,"Wynajmę, komfortowe mieszkanie 1 pokojowe na ul.  Mieleckiej",2 100 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025",30 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
114,ID16uB7a,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-centrum-wroclawia-CID3-ID16uB7a.html,Mieszkanie do wynajęcia - centrum Wrocławia,2 700 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 08:22",78 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
115,ID16oYKp,https://www.olx.pl/d/oferta/wygodne-mieszkanie-nad-odra-2-pokoje-olimpia-port-zwierzeta-dozwolone-CID3-ID16oYKp.html,Wygodne mieszkanie nad Odrą 2 pokoje OLIMPIA PORT zwierzęta dozwolone,3 000 zł,"Wrocław, Śródmieście - Odświeżono Dzisiaj o 13:18",45 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
116,ID16v9m9,https://www.olx.pl/d/oferta/kawalerka-28m2-boczna-legnickiej-2km-od-rynku-300zl-wszystkie-oplaty-CID3-ID16v9m9.html,"Kawalerka 28m2 boczna Legnickiej, 2km od Rynku, 300zł wszystkie opłaty",2 600 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 18:24",28 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
117,ID16vFrt,https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pokojowe-wroclaw-grunwaldzka-CID3-ID16vFrt.html,Wynajmę mieszkanie 2 pokojowe Wrocław Grunwaldzka,3 500 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 10:24",40 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
118,ID16vjmZ,https://www.olx.pl/d/oferta/kawalerka-wroclaw-plac-grunwaldzki-wynajem-od-zaraz-CID3-ID16vjmZ.html,Kawalerka Wrocław Plac Grunwaldzki wynajem OD ZARAZ,2 300 zł,"Wrocław, Stare Miasto - Odświeżono dnia 12 lipca 2025",27 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
119,ID16risi,https://www.olx.pl/d/oferta/do-wynajecia-mieszkanie-3-pokojowe-na-oltaszynie-CID3-ID16risi.html,Do wynajęcia mieszkanie 3-pokojowe na Ołtaszynie,3 500 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 12:06",70 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
120,ID16xbSK,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-ID16xbSK.html,Mieszkanie do wynajęcia,2 000 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 16:58",32 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
121,ID16lxxQ,https://www.olx.pl/d/oferta/atrakcyjne-2-pokojowe-idealna-lokalizacja-CID3-ID16lxxQ.html,"Atrakcyjne 2-pokojowe, idealna lokalizacja",2 500 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 08:41",35 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
122,ID166ac1,https://www.olx.pl/d/oferta/wynajme-mieszkanie-kuzniki-wroclaw-CID3-ID166ac1.html,Wynajmę  mieszkanie Kuzniki Wrocław,2 800 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 13:06",39 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
123,IDFNgdV,https://www.olx.pl/d/oferta/wynajme-kawalerke-w-centrum-wroclawia-na-grobli-CID3-IDFNgdV.html,Wynajmę kawalerkę w centrum Wrocławia Na Grobli,2 400 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 15:20",26 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
124,ID162q1U,https://www.olx.pl/d/oferta/wynajem-mieszkanko-z-tarasem-i-ogrodkiem-jagodno-CID3-ID162q1U.html,Wynajem mieszkanko z tarasem i ogródkiem Jagodno,2 800 zł,"Wrocław, Krzyki - 02 lipca 2025",27 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
125,ID13UQ8D,https://www.olx.pl/d/oferta/wroclaw-ul-nobla-do-4-osob-okolica-uniwersytetu-CID3-ID13UQ8D.html,"Wrocław ul. Nobla, do 4 osób, okolica Uniwersytetu",2 800 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 06:31",44 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
126,ID16yjjo,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-rozkladowe-nowe-budownictwo-grabiszynska-CID3-ID16yjjo.html,mieszkanie do wynajęcia rozkładowe nowe budownictwo grabiszyńska,2 900 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono dnia 12 lipca 2025",54 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
127,ID15GiXw,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-wroclaw-ul-dabrowskiego-CID3-ID15GiXw.html,"Mieszkanie 3-pokojowe Wrocław, ul. Dąbrowskiego",3 500 zł,"Wrocław, Stare Miasto - Dzisiaj o 09:27",50 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
128,ID16noV1,https://www.olx.pl/d/oferta/ul-zakladowa-rozklad-meble-agd-balkon-garderoba-od-zaraz-CID3-ID16noV1.html,"ul. Zakładowa, rozkład, meble, agd, balkon, garderoba, od zaraz",3 200 zł,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 14:24",58 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
129,ID4xbyp,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-z-klimatyzacja-dworzec-nadodrze-ID4xbyp.html,Kawalerka z klimatyzacją | Dworzec Nadodrze,1 975 zł,Wrocław - 08 lipca 2025,27 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
130,ID16w7yC,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-przy-ul-kruszwickiej-CID3-ID16w7yC.html,Mieszkanie 3-pokojowe przy ul.Kruszwickiej!,3 200 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 13:29",50 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
131,ID4xbgu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-w-centrum-balkon-ID4xbgu.html,Nowe Mieszkanie (2 pokoje) w centrum /BALKON,2 900 zł,"Wrocław, Śródmieście - 09 lipca 2025",35 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
132,ID165TiZ,https://www.olx.pl/d/oferta/studio-mieszkanie-mlyn-maria-bezposrednio-CID3-ID165TiZ.html,Studio mieszkanie Młyn Maria - BEZPOŚREDNIO,2 500 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 17:45",26 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
133,ID168CIG,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-wroclaw-w-poblizu-uwr-CID3-ID168CIG.html,Mieszkanie 2-pokojowe. Wrocław  - w pobliżu UWr,2 500 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 09:59",50 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
134,ID4xbUb,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-przy-ul-reja-w-poblizu-placu-grunwaldzkiego-ID4xbUb.html,Mieszkanie przy ul. Reja w pobliżu Placu Grunwaldzkiego,1 600 zł,"Wrocław, Śródmieście - 08 lipca 2025",33 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
135,ID4x7Zt,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowa-piekna-kawalerka-klimatyzacja-silownia-legnicka-ID4x7Zt.html,Nowa piękna kawalerka / klimatyzacja/ siłownia / Legnicka,2 200 zł,"Wrocław, Stare Miasto - 04 lipca 2025",19 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
136,ID4x7NS,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-balkon-super-lokalizacja-ID4x7NS.html,Kawalerka | balkon | super lokalizacja,2 300 zł,"Wrocław, Fabryczna - 04 lipca 2025",36 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
137,ID16zyfx,https://www.olx.pl/d/oferta/kawalerka-bez-prowizji-z-balkonem-i-jaworska-i-legnicka-wysoki-standar-CID3-ID16zyfx.html,Kawalerka bez prowizji z balkonem I Jaworska I Legnicka wysoki standar,2 350 zł,"Wrocław, Fabryczna - Odświeżono Dzisiaj o 14:05",27 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
138,ID4cLV7,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokojowe-klimatyczne-mieszkanie-bez-posrednikow-ID4cLV7.html,"2-pokojowe klimatyczne mieszkanie, bez pośredników",3 200 zł,"Wrocław, Śródmieście - 23 czerwca 2025",37 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
139,ID16xNVw,https://www.olx.pl/d/oferta/kawalerka-w-poblizu-dubois-26m-osobna-kuchnia-CID3-ID16xNVw.html,"Kawalerka w pobliżu Dubois, 26m, osobna kuchnia",2 200 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 12:35",28 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
140,ID16hTVH,https://www.olx.pl/d/oferta/dwupokojowe-mieszkanie-51m-z-klimatyzacja-bez-posrednikow-CID3-ID16hTVH.html,Dwupokojowe mieszkanie 51m² z klimatyzacją – bez pośredników!,3 200 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 12:39",51 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
141,ID4xbph,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-do-wynajecia-26-m2-okolice-sky-tower-ID4xbph.html,"Kawalerka do wynajęcia, 26 m2, okolice Sky Tower.",1 800 zł,Wrocław - 08 lipca 2025,26 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
142,ID16txhO,https://www.olx.pl/d/oferta/2-pokoje-rezydencja-dubois-wyspa-slodowa-rynek-widok-za-oknem-CID3-ID16txhO.html,2 pokoje | Rezydencja Dubois | Wyspa Słodowa & Rynek | widok za oknem,3 000 zł,"Wrocław, Stare Miasto - Odświeżono dnia 12 lipca 2025",42 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
143,ID4vZDs,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bierutowska-park-kawalerka-na-wynajem-od-zaraz-ID4vZDs.html,Bierutowska Park - Kawalerka Na Wynajem Od Zaraz,1 500 zł,"Wrocław, Psie Pole - 30 czerwca 2025","18,11 m²",wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
144,ID16wu4C,https://www.olx.pl/d/oferta/luksusowe-nowe-klimatyzowane-mieszkanie-na-starym-miescie-CID3-ID16wu4C.html,"Luksusowe, nowe, klimatyzowane mieszkanie na Starym Mieście!",3 100 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 09:06",33 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
145,ID4x3Ou,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-w-ok-uniwersytetu-ekonomicznego-ID4x3Ou.html,Kawalerka w ok. Uniwersytetu Ekonomicznego!,1 900 zł,"Wrocław, Krzyki - 30 czerwca 2025",25 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
146,ID4p9IL,https://www.olx.plhttps://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-ogrodkiem-ul-ubocze-ID4p9IL.html,"Dwupokojowe mieszkanie z ogródkiem, ul. Ubocze",2 500 zł,"Wrocław, Psie Pole - 09 lipca 2025",45 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
147,ID16xHmK,https://www.olx.pl/d/oferta/krzyki-ksieze-male-kawalerka-garderoba-balkon-CID3-ID16xHmK.html,Krzyki_Księże Małe_kawalerka_garderoba_balkon,2 300 zł,"Wrocław, Krzyki - 09 lipca 2025",29 m²,wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
148,ID15q2Cc,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-CID3-ID15q2Cc.html,Mieszkanie 3-pokojowe,3 600 zł,"Wrocław, Fabryczna - Odświeżono Dzisiaj o 07:24","48,80 m²",wroclaw,2025-07-13 22:46:38,wynajem,,,,,,,,
149,ID16glJ3,https://www.olx.pl/d/oferta/3-pokoje-ul-igielna-rynek-wroclawia-bezposrednio-od-wlasciciela-CID3-ID16glJ3.html,"3 pokoje, ul Igielna Rynek Wrocławia bezpośrednio od właściciela",699 200 złdo negocjacji,"Wrocław, Stare Miasto - Odświeżono dnia 10 lipca 2025",47 m² - 14876.6 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
150,ID4xc4w,https://www.olx.plhttps://www.otodom.pl/pl/oferta/idealne-na-start-balkon-silownia-ID4xc4w.html,Idealne na start! Balkon + siłownia!,486 000 zł,"Wrocław, Krzyki - 11 lipca 2025","30,40 m² - 15986.84 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
151,ID14w0GB,https://www.olx.pl/d/oferta/sprzedam-studio-kawalerka-26m2-wroclaw-super-lokalizacja-CID3-ID14w0GB.html,Sprzedam | Studio | Kawalerka | 26m2 | Wrocław | Super lokalizacja!,499 000 zł,"Wrocław, Śródmieście - 12 lipca 2025",26 m² - 19192.31 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
152,ID16kneu,https://www.olx.pl/d/oferta/gotowa-kawalerka-bezposrednio-na-grabiszynskiej-CID3-ID16kneu.html,Gotowa Kawalerka bezpośrednio na Grabiszyńskiej.,399 000 zł,"Wrocław, Stare Miasto - Odświeżono Dzisiaj o 16:28",25 m² - 15960 zł/m²,wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
153,ID16wrTK,https://www.olx.pl/d/oferta/3-pokojowe-mieszkanie-we-wroclawiu-jagodno-CID3-ID16wrTK.html,"3 pokojowe mieszkanie we Wrocławiu, Jagodno",750 000 złdo negocjacji,"Wrocław, Krzyki - Odświeżono Dzisiaj o 20:27","56,69 m² - 13229.85 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
154,ID16wmqb,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-wysoki-standard-CID3-ID16wmqb.html,"Mieszkanie 3 pokojowe, wysoki standard",1 200 000 zł,"Wrocław, Krzyki - Odświeżono Dzisiaj o 18:26","62,90 m² - 19077.9 zł/m²",wroclaw,2025-07-13 22:46:42,sprzedaz,,,,,,,,
